,POPESTIMATE2015,STATE,COUNTY
2895,3211,48,413
2896,17615,48,415
2897,3350,48,417
2898,25402,48,419
2899,3072,48,421
2900,222936,48,423
2901,8739,48,425
2902,63795,48,427
2903,9440,48,429
2904,1352,48,431
2905,1410,48,433
2906,3913,48,435
2907,7533,48,437
2908,1982498,48,439
2909,136051,48,441
2910,837,48,443
2911,12739,48,445
2912,1579,48,447
2913,32623,48,449
2914,118105,48,451
2915,1176558,48,453
2916,14402,48,455
2917,21347,48,457
2918,40603,48,459
2919,3651,48,461
2920,27245,48,463
2921,48988,48,465
2922,53547,48,467
2923,92382,48,469
2924,70699,48,471
2925,48656,48,473
2926,11721,48,475
2927,34765,48,477
2928,269721,48,479
2929,41486,48,481
2930,5657,48,483
2931,131705,48,485
2932,13027,48,487
2933,21903,48,489
2934,508514,48,491
2935,47520,48,493
2936,8005,48,495
2937,62953,48,497
2938,43356,48,499
2939,8546,48,501
2940,18270,48,503
2941,14374,48,505
2942,12235,48,507
2943,2995919,49,0
2944,6354,49,1
2945,52097,49,3
2946,120783,49,5
2947,20479,49,7
2948,1109,49,9
2949,336043,49,11
2950,20862,49,13
2951,10370,49,15
2952,5009,49,17
2953,9516,49,19
2954,48368,49,21
2955,10594,49,23
2956,7131,49,25
2957,12645,49,27
2958,11065,49,29
2959,1517,49,31
2960,2311,49,33
2961,1107314,49,35
2962,15772,49,37
2963,28778,49,39
2964,20984,49,41
2965,39633,49,43
2966,62952,49,45
2967,37928,49,47
2968,575205,49,49
2969,29161,49,51
2970,155602,49,53
2971,2692,49,55
2972,243645,49,57
2973,626042,50,0
2974,37035,50,1
2975,36317,50,3
2976,30780,50,5
2977,161382,50,7
2978,6163,50,9
2979,48799,50,11
2980,6861,50,13
2981,25235,50,15
2982,28899,50,17
2983,27100,50,19
2984,59736,50,21
2985,58612,50,23
2986,43386,50,25
2987,55737,50,27
2988,8382993,51,0
2989,32973,51,1
2990,105703,51,3
2991,15677,51,5
2992,12903,51,7
2993,31914,51,9
2994,15414,51,11
2995,229164,51,13
2996,74314,51,15
2997,4470,51,17
2998,77724,51,19
2999,6561,51,21
3000,33347,51,23
3001,16698,51,25
3002,22776,51,27
3003,17032,51,29
3004,55086,51,31
3005,29984,51,33
3006,29724,51,35
3007,7040,51,36
3008,12201,51,37
3009,335687,51,41
3010,14363,51,43
3011,5211,51,45
3012,49432,51,47
3013,9719,51,49
3014,15115,51,51
3015,27852,51,53
3016,11130,51,57
3017,1142234,51,59
3018,68782,51,61
3019,15651,51,63
3020,26235,51,65
3021,56264,51,67
3022,83199,51,69
3023,16708,51,71
3024,37143,51,73
3025,22253,51,75
3026,16012,51,77
3027,19162,51,79
3028,11885,51,81
3029,35125,51,83
3030,103227,51,85
3031,325155,51,87
3032,51881,51,89
3033,2214,51,91
3034,36314,51,93
3035,73147,51,95
3036,7158,51,97
3037,25515,51,99
3038,16269,51,101
3039,10965,51,103
3040,24742,51,105
3041,375629,51,107
3042,34602,51,109
3043,12299,51,111
3044,13134,51,113
3045,8862,51,115
3046,31081,51,117
3047,10606,51,119
3048,97653,51,121
3049,14785,51,125
3050,20392,51,127
3051,12155,51,131
3052,12232,51,133
3053,15673,51,135
3054,35385,51,137
3055,23726,51,139
3056,18045,51,141
3057,62194,51,143
3058,28031,51,145
3059,22952,51,147
3060,37862,51,149
3061,451721,51,153
3062,34332,51,155
3063,7378,51,157
3064,8908,51,159
3065,94409,51,161
3066,22354,51,163
3067,78593,51,165
3068,27891,51,167
3069,22126,51,169
3070,43190,51,171
3071,31470,51,173
3072,18109,51,175
3073,130475,51,177
3074,142003,51,179
3075,6709,51,181
3076,11715,51,183
3077,42899,51,185
3078,39083,51,187
3079,54591,51,191
3080,17629,51,193
3081,39718,51,195
3082,29119,51,197
3083,67837,51,199
3084,153511,51,510
3085,17141,51,520
3086,6618,51,530
3087,46597,51,540
3088,235429,51,550
3089,17820,51,570
3090,5658,51,580
3091,42082,51,590
3092,5496,51,595
3093,24013,51,600
3094,13892,51,610
3095,8490,51,620
3096,28118,51,630
3097,6914,51,640
3098,136454,51,650
3099,52538,51,660
3100,22378,51,670
3101,7262,51,678
3102,79812,51,680
3103,41764,51,683
3104,15726,51,685
3105,13645,51,690
3106,182385,51,700
3107,246393,51,710
3108,3939,51,720
3109,32477,51,730
3110,12059,51,735
3111,96201,51,740
3112,17403,51,750
3113,220289,51,760
3114,99897,51,770
3115,25432,51,775
3116,24416,51,790
3117,88161,51,800
3118,452745,51,810
3119,21491,51,820
3120,15052,51,830
3121,27284,51,840
3122,7170351,53,0
3123,19254,53,1
3124,22105,53,3
3125,190309,53,5
3126,75644,53,7
3127,73486,53,9
3128,459495,53,11
3129,3944,53,13
3130,103468,53,15
3131,40534,53,17
3132,7582,53,19
3133,88807,53,21
3134,2219,53,23
3135,93259,53,25
3136,71122,53,27
3137,80593,53,29
3138,30466,53,31
3139,2117125,53,33
3140,260131,53,35
3141,43269,53,37
3142,21026,53,39
3143,75882,53,41
3144,10321,53,43
3145,61023,53,45
3146,41516,53,47
3147,20848,53,49
3148,13088,53,51
3149,843954,53,53
3150,16252,53,55
3151,121846,53,57
3152,11339,53,59
3153,772501,53,61
3154,490945,53,63
3155,43791,53,65
3156,269536,53,67
3157,4042,53,69
3158,60338,53,71
3159,212284,53,73
3160,48177,53,75
3161,248830,53,77
3162,1844128,54,0
3163,16704,54,1
3164,111901,54,3
3165,23372,54,5
3166,14415,54,7
3167,23350,54,9
3168,96844,54,11
3169,7470,54,13
3170,8910,54,15
3171,8176,54,17
3172,44997,54,19
3173,8518,54,21
3174,11766,54,23
3175,35516,54,25
3176,23353,54,27
3177,29815,54,29
3178,13852,54,31
3179,68714,54,33
3180,29237,54,35
3181,56482,54,37
3182,188332,54,39
3183,16448,54,41
3184,21415,54,43
3185,34707,54,45
3186,19835,54,47
3187,56925,54,49
3188,31978,54,51
3189,27037,54,53
3190,61164,54,55
3191,27451,54,57
3192,25292,54,59
